date,Close
2003-01-03,0.03721302486506772
2003-01-10,0.020674293840557745
2003-01-17,-0.0281976508452777
2003-01-24,-0.04581161955155011
2003-01-31,-0.006639139034015251
2003-02-07,-0.03086772198858334
2003-02-14,0.006247858153296981
2003-02-21,0.015781069742769382
2003-02-28,-0.008311035657563082
2003-03-07,-0.014682557257782669
2003-03-14,0.00527026886210713
2003-03-21,0.07234824264363038
2003-03-28,-0.03671208835875728
2003-04-04,0.0176203097637595
2003-04-11,-0.012076944104001619
2003-04-17,0.02869862190393757
2003-04-25,0.005835778819394122
2003-05-02,0.03419895826121522
2003-05-09,0.0035738958215549843
2003-05-16,0.011599381508604623
2003-05-23,-0.011802959085688514
2003-05-30,0.03202498048147007
2003-06-06,0.024773842426426107
2003-06-13,0.0008601375800623146
2003-06-20,0.007136065203097175
2003-06-27,-0.019748025024805216
2003-07-03,0.009664119703723273
2003-07-11,0.012541501216657203
2003-07-18,-0.004840687092603879
2003-07-25,0.00538152503593281
2003-08-01,-0.018728754342987486
2003-08-08,-0.002615258811097476
2003-08-15,0.013291077889942216
2003-08-22,0.0024096184252009323
2003-08-29,0.014942295971034802
2003-09-05,0.013186359230274114
2003-09-12,-0.0027058672532058736
2003-09-19,0.017198132359145468
2003-09-26,-0.03881172026077895
2003-10-03,0.032568133033125335
2003-10-10,0.007940506114153756
2003-10-17,0.0012129578136281793
2003-10-24,-0.010066578677187188
2003-10-31,0.020966066499510383
2003-11-07,0.0023765174239676057
2003-11-14,-0.0027191873280321133
2003-11-21,-0.014451469567002384
2003-11-28,0.021897355639824312
2003-12-05,0.00311369697832653
2003-12-12,0.011837353212342805
2003-12-19,0.013427258020237254
2003-12-26,0.00661921881917138
2004-01-02,0.011422857256173202
2004-01-09,0.01199831929183226
2004-01-16,0.01589108111629578
2004-01-23,0.0015079410901925883
2004-01-30,-0.009169893489728409
2004-02-06,0.010229260284870811
2004-02-13,0.002665464210269697
2004-02-20,-0.001484832902183264
2004-02-27,0.0007251532847245556
2004-03-05,0.010357242975717718
2004-03-12,-0.031871989102643106
2004-03-19,-0.009675612614955753
2004-03-26,-0.0015510318837845816
2004-04-02,0.0300039825535503
2004-04-08,-0.002183228473285226
2004-04-16,-0.00414257948005492
2004-04-23,0.005265452368827361
2004-04-30,-0.02962975472503615
2004-05-07,-0.007797045847172335
2004-05-14,-0.0027342344175966815
2004-05-21,-0.001954900442812324
2004-05-28,0.02449720884639195
2004-06-04,0.0016226485217538666
2004-06-10,0.01236860097779413
2004-06-18,-0.001276652067741857
2004-06-25,-0.0005199197991174742
2004-07-02,-0.008009608902173504
2004-07-09,-0.011232359896619748
2004-07-16,-0.010315368875783548
2004-07-23,-0.013887710563420974
2004-07-30,0.014187247131784098
2004-08-06,-0.03486540086217094
2004-08-13,0.0007798663399727346
2004-08-20,0.031021997710303673
2004-08-27,0.00853997177688015
2004-09-03,0.005275950776166383
2004-09-10,0.009197659329806207
2004-09-17,0.004111052604221399
2004-09-24,-0.016474570312997372
2004-10-01,0.01908509009027881
2004-10-08,-0.008306596224058715
2004-10-15,-0.0125005566321299
2004-10-22,-0.011307108255671494
2004-10-29,0.030964639878852118
2004-11-05,0.031330347771391764
2004-11-12,0.015317231763106065
2004-11-19,-0.011747868559573327
2004-11-26,0.010463427693512273
2004-12-03,0.007178350794400323
2004-12-10,-0.002664833380830345
2004-12-17,0.00520524315864801
2004-12-23,0.013251331886814377
2004-12-31,0.0014781191880413047
2005-01-07,-0.02145947480765642
2005-01-14,-0.0014087942461644687
2005-01-21,-0.014156073559719928
2005-01-28,0.0029838815501515015
2005-02-04,0.02667794433269499
2005-02-11,0.0018851408226758792
2005-02-18,-0.0030828878056947673
2005-02-25,0.00810629493523951
2005-03-04,0.00883510511406449
2005-03-11,-0.01819886693527284
2005-03-18,-0.008729018184973292
2005-03-24,-0.015442440713099082
2005-04-01,0.0012796779890216214
2005-04-08,0.0070344257391683485
2005-04-15,-0.03320696268688206
2005-04-22,0.008279852458059622
2005-04-29,0.004097054249991849
2005-05-06,0.012456135879915564
2005-05-13,-0.014879372142690528
2005-05-20,0.030070569216560372
2005-05-27,0.007956290783099007
2005-06-03,-0.002305002643669951
2005-06-10,0.0017459081390907016
2005-06-17,0.015610611052822243
2005-06-24,-0.021084193722623823
2005-07-01,0.0024056869166972916
2005-07-08,0.014478950141564084
2005-07-15,0.01316535980964062
2005-07-22,0.004679899482775696
2005-07-29,0.0004052093594939521
2005-08-05,-0.006307433485943648
2005-08-12,0.003231812276945689
2005-08-19,-0.008718110893212838
2005-08-26,-0.012050562460177439
2005-09-02,0.010664074798382828
2005-09-09,0.0190775942473822
2005-09-16,-0.0028796989960211405
2005-09-23,-0.018441737654689483
2005-09-30,0.011063505882018099
2005-10-07,-0.027147209351729096
2005-10-14,-0.007832313366948007
2005-10-21,-0.005899855044751767
2005-10-28,0.01582881492671362
2005-11-04,0.01796991197724296
2005-11-11,0.01187858168659961
2005-11-18,0.010914408483753135
2005-11-25,0.015879388740859923
2005-12-02,-0.00250267095850365
2005-12-09,-0.004523734554693348
2005-12-16,0.006292800003179444
2005-12-23,0.0010568601765807983
2005-12-30,-0.01618660614052203
2006-01-06,0.02933416748626083
2006-01-13,0.001678961672980428
2006-01-20,-0.02049422108046972
2006-01-27,0.017468536291472603
2006-02-03,-0.015457037798224604
2006-02-10,0.002338948192583068
2006-02-17,0.01585638289133584
2006-02-24,0.0016999184916901555
2006-03-03,-0.0017076948496326239
2006-03-10,-0.004523734921982658
2006-03-17,0.019956821719386397
2006-03-24,-0.003294807272044231
2006-03-31,-0.006220586663356897
2006-04-07,0.0004864208693255989
2006-04-13,-0.004936909851893212
2006-04-21,0.01704397034662808
2006-04-28,-0.0005111152725767454
2006-05-05,0.011493221207557802
2006-05-12,-0.026382898206202654
2006-05-19,-0.018927387317207334
2006-05-26,0.010309494752522852
2006-06-02,0.006276301359106284
2006-06-09,-0.028279498322109298
2006-06-16,-0.0006070755292908459
2006-06-23,-0.005640981361052511
2006-06-30,0.02044048698462486
2006-07-07,-0.0037228487662854803
2006-07-14,-0.023409362438413517
2006-07-21,0.0033031360799586906
2006-07-28,0.03038140695373759
2006-08-04,0.0006332795260988178
2006-08-11,-0.009913277934273879
2006-08-18,0.027685306386302067
2006-08-25,-0.005551805064141213
2006-09-01,0.012217675592125055
2006-09-08,-0.00926465631422868
2006-09-15,0.015840969595568133
2006-09-22,-0.003704780116430051
2006-09-29,0.01589840208575044
2006-10-06,0.010233042030585615
2006-10-13,0.011807716880054997
2006-10-20,0.002179767693548662
2006-10-27,0.0063657761632684995
2006-11-03,-0.00951256566081593
2006-11-10,0.01209396538659302
2006-11-17,0.01459349948203048
2006-11-24,-0.00017843442314369184
2006-12-01,-0.003031099833170181
2006-12-08,0.009356755542910378
2006-12-15,0.012161183399753028
2006-12-22,-0.011508808699009165
2006-12-29,0.005330432508318772
2007-01-05,-0.006075024054628564
2007-01-12,0.014800807735785959
2007-01-19,-0.0001607560399570218
2007-01-26,-0.005833089889481613
2007-02-02,0.018261661453177425
